Id,Name,"Parent Id","Group Name","Owner Id","Tax code","Account Id",account_number,"Payment term Label","Internal rating Id"
7804,"Northpoint Printing Services",,,1,,7804,285317,,
7805,"Nyberg Fletcher & White Inc.",,,1,,7805,286300,,
7806,"O2 Marketing & Design",,,1,,7806,286464,,
7807,"Office Depot",,,1,,7807,36713,,
7808,"OLYMPIA BUSINESS PRODUCTS ",,,1,,7808,26114,,
7809,"Omaha Promos LLC",,,1,,7809,224100,,
7810,"One 2 One Marketing, Inc.",,,1,,7810,287682,,
7811,"One Point",,,1,,7811,548430,,
7812,"One Source Industries Promo.",,,1,,7812,287721,,
7813,"One Stop Advertising",,,1,,7813,287949,,
7814,"On Time Marketing Corp",,,1,,7814,287655,,
7815,"Outfit Your Logo, LLC",,,1,,7815,255254,,
7816,"Pacific Color Graphics",,,1,,7816,24765,,
7817,"Paperclip Promotions ",,,1,,7817,290142,,
7818,"Paper Pack Inc. ",,,1,,7818,311701,,
7819,"Partners N Promotion",,,1,,7819,350153,,
7820,"Partners Promotional Grp, Inc.",,,1,,7820,291352,,
7821,"Payden & Company LLC",,,1,,7821,292044,,
7822,"PDQ Printing of Las Vegas",,,1,,7822,32836,,
7823,"Peak Events, LLC",,,1,,7823,35123,,
7824,"Pegg Products LLC",,,1,,7824,36828,,
7825,"Pepwear, LLC",,,1,,7825,278631,,
7826,"Peregrine Corporation",,,1,,7826,293491,,
7827,"Perfect Promotions LLC",,,1,,7827,293619,,
7828,"Perfect Promotions & More ",,,1,,7828,293554,,
7829,"Perry Office Plus ",,,1,,7829,522444,,
7830,"Peter E. Kleine Company",,,1,,7830,243420,,
7831,"Petrocelli Marketing Group",,,1,,7831,294780,,
7832,"PFM Marketing LLC",,,1,,7832,288811,,
7833,"Pickle Print ",,,1,,7833,31651,,
7834,"Pillsbury Marketing",,,1,,7834,295930,,
7835,"Pinnacle Promotions ",,,1,,7835,28010,,
7836,"Pinnacle Promotions",,,1,,7836,295986,,
7837,Pizazz,,,1,,7837,296298,,
7838,"Polar Graphics USA",,,1,,7838,296750,,
7839,"Porter World Trade Co.",,,1,,7839,297297,,
7840,"Positive Promotions ",,,1,,7840,297370,,
7841,"Positive Promotions",,,1,,7841,297370,,
7842,"PowerLink Promo Prds",,,1,,7842,297668,,
7843,"Premium King",,,1,,7843,19944,,
7844,"Prestige Business Solutions ",,,1,,7844,299235,,
7845,"Presto Promos/ Lopez Promotions",,,1,,7845,229144,,
7846,"Printglobe ",,,1,,7846,26761,,
7847,Printglobe,,,1,,7847,26761,,
7848,"Print Mark-et",,,1,,7848,35842,,
7849,"Private I Print Promotions # 29074",,,1,,7849,29074,,
7850,"Probitas Promotions",,,1,,7850,36010,,
7851,"ProCorp Images, Inc.",,,1,,7851,299697,,
7852,"Production Creek Specialty",,,1,,7852,299743,,
7853,"Proforma 100",,,1,,7853,359189,,
7854,Proforma,,,1,,7854,300094,,
7855,"Proforma Business Reources",,,1,,7855,19934,,
7856,"Proforma Communications Group",,,1,,7856,26959,,
7857,"Proforma Creative Printing Solutions",,,1,,7857,25287,,
7858,"Proforma custom Promotions ",,,1,,7858,28842,,
7859,"Proforma Extraordinary Promotions ",,,1,,7859,32517,,
7860,"Proforma Graphic & Promo Sol",,,1,,7860,24845,,
7861,"Proforma Impact Print & Promo",,,1,,7861,34415,,
7862,"Proforma MyCo Print Solutions ",,,1,,7862,25346,,
7863,"Proforma Printhouse ",,,1,,7863,33928,,
7864,"Proforma TACABU ",,,1,,7864,31591,,
7865,"Proforma TACABU",,,1,,7865,31591,,
7866,"Proforma Web & Print Solutions",,,1,,7866,33382,,
7867,"Progressive Gifts & Incentives",,,1,,7867,300333,,
7868,"Progressive Promotions",,,1,,7868,300237,,
7869,"Promocentric, Inc",,,1,,7869,300644,,
7870,"PROMO DEPOT ",,,1,,7870,300408,,
7871,"Promo Direct",,,1,,7871,301093,,
7872,"Promo Factory LLC",,,1,,7872,33297,,
7873,"Promo Graphics, Inc",,,1,,7873,30558,,
7874,"Promo Logic, LLC",,,1,,7874,26150,,
7875,"Promo Masters ",,,1,,7875,26074,,
7876,"Promo Masters",,,1,,7876,26074,,
7877,Promopeddler.com,,,1,,7877,24933,,
7878,"Promoshak LLC",,,1,,7878,37387,,
7879,"Promo Shop",,,1,,7879,300446,,
7880,"Promotional Alliance Inc. ",,,1,,7880,300728,,
7881,"Promotional Concepts",,,1,,7881,300754,,
7882,"Promotional Considerations",,,1,,7882,300810,,
7883,"Promotional Creations",,,1,,7883,300763,,
7884,"Promotional Designs",,,1,,7884,300762,,
7885,"Promotional Images",,,1,,7885,300872,,
7886,"Promotional Impact",,,1,,7886,300878,,
7887,"Promotional Items and Apparel ",,,1,,7887,36891,,
7888,"Promotional Items Direct",,,1,,7888,279393,,
7889,"Promotional Marketing Inc.",,,1,,7889,301008,,
7890,"Promotional Solutions",,,1,,7890,303899,,
7891,"Promotion Concepts Inc",,,1,,7891,300545,,
7892,"Promotion Perfection Halo",,,1,,7892,356000,,
7893,"Promotion Products Marketing",,,1,,7893,300605,,
7894,"Promotions Direct, Inc.",,,1,,7894,301228,,
7895,"Promotions Now",,,1,,7895,125050,,
7896,"Promotions Pronto ",,,1,,7896,301257,,
7897,"Promotions Unlimited",,,1,,7897,27482,,
7898,"PromoVentures, Inc.",,,1,,7898,301443,,
7899,"Pro Specialties Group Inc. ",,,1,,7899,299725,,
7900,"PSA Worldwide ",,,1,,7900,289040,,
7901,"PSA Worldwide",,,1,,7901,289040,,
7902,"PS Promotions",,,1,,7902,27616,,
7903,"PSP Unlimted ",,,1,,7903,289153,,
7904,PublicIdentity,,,1,,7904,301878,,
7905,"Quality Concepts, Inc. ",,,1,,7905,302916,,
7906,"Quality Logo Products, Inc.",,,1,,7906,302967,,
7907,"Quality Resource Group, INC.",,,1,,7907,303015,,
7908,"RAINDANCE MEDIA SOLUTIONS ",,,1,,7908,304510,,
7909,"Razz-M-Tazz Promotions",,,1,,7909,304960,,
7910,"RDJ Specialties, Inc.",,,1,,7910,303361,,
7911,"RDP CREATIVE, INC",,,1,,7911,304992,,
7912,"Redman I Am",,,1,,7912,35766,,
7913,"Red Oak Branded Advertising",,,1,,7913,305635,,
7914,"Red Promotions",,,1,,7914,590025,,
7915,"Regal Promotional Solutions",,,1,,7915,306065,,
7916,"REGENCY OFFICE PRODUCTS",,,1,,7916,306196,,
7917,"Reliable Sales",,,1,,7917,26118,,
7918,"REMLINE CORP",,,1,,7918,307030,,
7919,"Renaissance Promotions",,,1,,7919,307074,,
7920,"Resource LLC",,,1,,7920,307457,,
7921,"Rewarding Events & Incentives",,,1,,7921,307658,,
7922,"Riptide Promotions",,,1,,7922,31893,,
7923,"Robyn Promotions & Printing",,,1,,7923,309656,,
7924,"RR Donnelley and Sons",,,1,,7924,509748,,
7925,Rushimprint,,,1,,7925,162968,,
7926,"Rushking Promotions",,,1,,7926,315085,,
7927,"Russell - Hampton Co",,,1,,7927,315150,,
7928,"Sampson Miller Advertising Inc.",,,1,,7928,317770,,
7929,"Santa Fe Sports & Images",,,1,,7929,318817,,
7930,"SayNoMore! Promotions Inc",,,1,,7930,319787,,
7931,"SBS Promo",,,1,,7931,333600,,
7932,"Scarborough Specialties ",,,1,,7932,319940,,
7933,"Scarsborough Specialties",,,1,,7933,319940,,
7934,"S.C.G & Assoc.",,,1,,7934,315978,,
7935,"Schwartz, Steve Associates",,,1,,7935,321330,,
7936,"SCM Promos ",,,1,,7936,33462,,
7937,"Scott Advertising Specialists",,,1,,7937,321580,,
7938,"Scott Berry Promotions a div. of Halo Branding Solutions",,,1,,7938,218450,,
7939,"Screen Images Inc",,,1,,7939,20520,,
7940,"Seaboard Graphic Services",,,1,,7940,24635,,
7941,"Second Story Promotions",,,1,,7941,30965,,
7942,"Sela Promotions ",,,1,,7942,36826,,
7943,"Select Design",,,1,,7943,322791,,
7944,"Shads Advertising Co., Inc.",,,1,,7944,324150,,
7945,"Shirt Graphix",,,1,,7945,325857,,
7946,"Show your Logo ",,,1,,7946,326179,,
7947,SIGNET,,,1,,7947,326636,,
7948,SignIt,,,1,,7948,326849,,
7949,"Skylight-Creative Ideas",,,1,,7949,328460,,
7950,"Smith Dryden, LLC",,,1,,7950,329115,,
7951,"Smith & Margol, Inc.",,,1,,7951,328945,,
7952,"SNAP Marketing Proforma ",,,1,,7952,29260,,
7953,"SoHo Creative",,,1,,7953,37425,,
7954,"Solutions, Etc.",,,1,,7954,24928,,
7955,"Sonic Promos",,,1,,7955,329865,,
7956,"Sons Advertising Spec.",,,1,,7956,116150,,
7957,"Soul Swag",,,1,,7957,590282,,
7958,Source4,,,1,,7958,32918,,
7959,"Source 4 Int. Busn & Mktg Sol.",,,1,,7959,181850,,
7960,"Southern Sales & Marketing",,,1,,7960,330513,,
7961,"South Paw Canada",,,1,,7961,34193,,
7962,"Southwick Specialty Adv. Co.",,,1,,7962,330940,,
7963,"Spartan Promotional Group",,,1,,7963,331150,,
7964,"Specially For You",,,1,,7964,331377,,
7965,"Specialties, Inc.",,,1,,7965,331340,,
7966,"Specialties Plus of NC",,,1,,7966,331384,,
7967,"Specialty Business Items",,,1,,7967,19199,,
7968,"Spectrum Promotional Prod.",,,1,,7968,332173,,
7969,"Spike's Trophies",,,1,,7969,332191,,
7970,"SP Richards",,,1,,7970,34076,,
7971,"Square One Promotional Prds",,,1,,7971,332912,,
7972,"S & S Promotional Group Inc.",,,1,,7972,316120,,
7973,"Stackable Sensations, LLC",,,1,,7973,332999,,
7974,"Standard Register",,,1,,7974,333647,,
7975,"St. Andrews Products Co",,,1,,7975,316340,,
7976,"Staples ",,,1,,7976,120601,,
7977,Staples,,,1,,7977,120601,,
7978,"Starlight Advertising",,,1,,7978,334995,,
7979,"Steamboat Marketing Inc.",,,1,,7979,33518,,
7980,"Stec's Advertising Spec.",,,1,,7980,335450,,
7981,"Stellar Designs",,,1,,7981,33970,,
7982,"S & T Enterprises",,,1,,7982,25269,,
7983,"Stephen Gould Corporation",,,1,,7983,212272,,
7984,"Stephens, Bob & Assoc",,,1,,7984,336200,,
7985,"Stevick Business Forms",,,1,,7985,336577,,
7986,"Stevick Business Specialties & Adv",,,1,,7986,336577,,
7987,"Stran Promotional Solutions",,,1,,7987,337725,,
7988,"Strategic Factory",,,1,,7988,35477,,
7989,"Strategic KC",,,1,,7989,307644,,
7990,"Strategic Promotions",,,1,,7990,337922,,
7991,"Strategies, LTD.",,,1,,7991,337875,,
7992,"Straub Marketing",,,1,,7992,288656,,
7993,Successories,,,1,,7993,128242,,
7994,"Summit Group",,,1,,7994,339116,,
7995,"SunCoast Print and Promotions",,,1,,7995,339257,,
7996,"Sundance Office Supply",,,1,,7996,548556,,
7997,"Suttle, Inc ",,,1,,7997,21250,,
7998,"Swagalicious Promos, LLC",,,1,,7998,340487,,
7999,Swagdog,,,1,,7999,340307,,
8000,"Swervepoint, LLC",,,1,,8000,340679,,
8001,"Sylvan Enterprises",,,1,,8001,340862,,
8002,"Tangerine Promotions ",,,1,,8002,341609,,
8003,"Target Marketing Inc.",,,1,,8003,341691,,
8004,"Target Marketing Inc.",,,1,,8004,341741,,
8005,"Taylor Communications",,,1,,8005,333647,,
8006,Taymark/Andersons,,,1,,8006,342382,,
8007,"TC Outfitters",,,1,,8007,36251,,
8008,"T.D. Mills Promotional Product",,,1,,8008,272650,,
8009,"Team Promotions",,,1,,8009,342465,,
8010,Techno-Marketing,,,1,,8010,181575,,
8011,"TEJAS OFFICE PRODUCTS ",,,1,,8011,185126,,
8012,"The Adwood Company Inc.",,,1,,8012,114863,,
8013,"The Adwood Company Inc",,,1,,8013,114863,,
8014,"The Barr Group",,,1,,8014,132970,,
8015,"The Brand Wagon",,,1,,8015,32006,,
8016,"The Corporate Shop",,,1,,8016,169059,,
8017,"The Dunstan Group LLC",,,1,,8017,32314,,
8018,"The Executive Advertising",,,1,,8018,343547,,
8019,"THE FINER THINGS ",,,1,,8019,194088,,
8020,"THE FINER THINGS",,,1,,8020,194088,,
8021,"The Hanigan Company",,,1,,8021,28995,,
8022,"The Hunt Group",,,1,,8022,27656,,
8023,"The Ice Box",,,1,,8023,229395,,
8024,"The Imprint Source",,,1,,8024,28540,,
8025,"The Kinetic Group",,,1,,8025,242452,,
8026,"The Manko Company",,,1,,8026,253743,,
8027,"The Morgan Company ",,,1,,8027,276346,,
8028,"The New Millenium",,,1,,8028,283145,,
8029,"The Notable Corporation",,,1,,8029,285435,,
8030,"The Paper People",,,1,,8030,290067,,
8031,"The Prestigious Mark",,,1,,8031,299267,,
8032,"The Printer Lion",,,1,,8032,299504,,
8033,"The Promotions Dept.",,,1,,8033,301221,,
8034,"The Quantum Group ",,,1,,8034,303053,,
8035,"The Weeks Lerman Group",,,1,,8035,252250,,
8036,"Think Tank Studio ",,,1,,8036,320771,,
8037,"This Promo Works, LLC",,,1,,8037,30739,,
8038,"Three Rivers Specialty Co.",,,1,,8038,344500,,
8039,Thumbprint,,,1,,8039,27988,,
8040,"TIC TOC ",,,1,,8040,158990,,
8041,"Tidewater Incentives Group",,,1,,8041,344565,,
8042,"TNT Ad Specialties",,,1,,8042,34275,,
8043,"Tom & Carol Specialties",,,1,,8043,345226,,
8044,"Tools of Marketing",,,1,,8044,345333,,
8045,"Top 2 Bottom Marketing",,,1,,8045,31382,,
8046,"TOP HOTEL SUPPLY, Inc",,,1,,8046,26373,,
8047,"TOTAL LABEL & GRAPHICS",,,1,,8047,345574,,
8048,"Total Marketing, LLC",,,1,,8048,33557,,
8049,"Tray Inc.",,,1,,8049,346315,,
8050,"Trend It Branding",,,1,,8050,35717,,
8051,"Tri Made Marketing",,,1,,8051,346983,,
8052,"Tri-State distributing Co",,,1,,8052,347400,,
8053,"Tri-State Distributing Co.",,,1,,8053,347400,,
8054,"TR Marketing",,,1,,8054,341267,,
8055,"Trojan Promotions",,,1,,8055,281985,,
8056,"T S C, Inc.",,,1,,8056,341203,,
8057,"T-shirts Etc.",,,1,,8057,25472,,
8058,"TSI Associates, INC",,,1,,8058,341221,,
8059,"T S & J Inc  ",,,1,,8059,341208,,
8060,"T & T Inc.",,,1,,8060,341291,,
8061,"Tugboat, Inc.",,,1,,8061,174105,,
8062,"Turbo Threads # 025635",,,1,,8062,347763,,
8063,Underabuck.com,,,1,,8063,347958,,
8064,"Unified Promo Group",,,1,,8064,36704,,
8065,"Union Resource Marketing",,,1,,8065,348329,,
8066,"UNIQUE CRAFTERS COMPANY",,,1,,8066,23416,,
8067,"UNIQUE MARKETING TOOLS, LLC",,,1,,8067,31224,,
8068,"United Print Group, Inc.",,,1,,8068,348665,,
8069,"Universal Athletic",,,1,,8069,36771,,
8070,"Universal Athletic ND",,,1,,8070,36771,,
8071,"Universal Group",,,1,,8071,29761,,
8072,"Uppercut Promotion",,,1,,8072,350049,,
8073,"U.S. Allegiance Inc.",,,1,,8073,348010,,
8074,"USA Marketing, LLC",,,1,,8074,348002,,
8075,"Ussery Printing",,,1,,8075,33852,,
8076,"UTAH CORRECTIONAL INDUSTRIES",,,1,,8076,32382,,
8077,"Vanguard Direct",,,1,,8077,350665,,
8078,"Vanguard Direct/ PA DIV",,,1,,8078,25637,,
8079,"Varsity Marketing",,,1,,8079,36787,,
8080,"Velocity Print Solutions",,,1,,8080,152295,,
8081,"VENDO DIRECT",,,1,,8081,27922,,
8082,"Vernon Sales Promotions",,,1,,8082,351700,,
8083,"VGVisuals ",,,1,,8083,28362,,
8084,"Victor Advertising Service",,,1,,8084,352000,,
8085,"Viking Screen Prints",,,1,,8085,352076,,
8086,"Village Print Shoppe",,,1,,8086,36054,,
8087,"Visual Images",,,1,,8087,352531,,
8088,"V.N. Products, Inc.",,,1,,8088,19827,,
8089,"Walker Advertising Inc.",,,1,,8089,354440,,
8090,"Walker/Clay, Inc.",,,1,,8090,354530,,
8091,"Walker Companies ",,,1,,8091,354596,,
8092,"Ward Promotional Marketing",,,1,,8092,355430,,
8093,"Warmus Enterprises",,,1,,8093,26835,,
8094,"W.B. Mason",,,1,,8094,353194,,
8095,"Webb/Mason Inc.",,,1,,8095,356166,,
8096,"Western Associates",,,1,,8096,358500,,
8097,"Whats Happeneing Promotions ",,,1,,8097,359209,,
8098,"Wild Impact Marketing",,,1,,8098,360200,,
8099,"WILLIAMS & ASSOCIATES, LTD.",,,1,,8099,23911,,
8100,"Winbrook Hingham",,,1,,8100,361595,,
8101,"Wizard Creations, Inc.",,,1,,8101,30510,,
8102,Workflowone,,,1,,8102,333647,,
8103,WorkFlowOne,,,1,,8103,333647,,
8104,"Worth Higgins & Associates Inc",,,1,,8104,363812,,
8105,"Yac Industries",,,1,,8105,18602,,
8106,"Y-Not Design & Mfg",,,1,,8106,364744,,
8107,"You Name It Specialties",,,1,,8107,365123,,
8108,"Zackback, Inc",,,1,,8108,18577,,
8109,Zagwear,,,1,,8109,365552,,
8110,"Zebra Marketing, Inc",,,1,,8110,365683,,
8111,"Zia Graphics #009045",,,1,,8111,365537,,
8112,"Zia Graphics ",,,1,,8112,365537,,
8113,"Zia Promotional Products",,,1,,8113,31138,,
8114,"Zuna Corporation",,,1,,8114,366150,,
